nome_da_imagem,caminho_da_imagem,coordenadas_poligonos,descricao_imagem
2022_03_21_11_03_08_22.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_08_22.bmp,"[{""poligono_xy"": [[42, 72], [52, 62], [64, 64], [72, 74], [68, 84], [56, 82]]}, {""poligono_xy"": [[234, 254], [246, 242], [260, 244], [270, 258], [264, 270], [250, 268]]}, {""poligono_xy"": [[280, 80], [290, 72], [306, 76], [316, 88], [310, 98], [294, 94]]}, {""poligono_xy"": [[214, 328], [228, 318], [246, 322], [258, 338], [250, 350], [232, 346]]}, {""poligono_xy"": [[458, 500], [472, 488], [490, 490], [504, 506], [498, 520], [482, 518]]}, {""poligono_xy"": [[582, 76], [596, 64], [616, 68], [630, 82], [622, 96], [602, 90]]}, {""poligono_xy"": [[668, 246], [680, 232], [700, 238], [712, 254], [704, 270], [684, 264]]}, {""poligono_xy"": [[724, 376], [740, 362], [762, 368], [778, 386], [770, 402], [750, 396]]}, {""poligono_xy"": [[798, 84], [812, 70], [834, 74], [850, 90], [840, 106], [818, 100]]}, {""poligono_xy"": [[868, 510], [884, 496], [906, 500], [920, 518], [910, 534], [888, 528]]}, {""poligono_xy"": [[922, 258], [938, 244], [960, 248], [974, 266], [966, 280], [946, 274]]}, {""poligono_xy"": [[470, 48], [484, 36], [500, 40], [510, 54], [500, 66], [482, 60]]}, {""poligono_xy"": [[130, 100], [146, 90], [162, 94], [174, 108], [166, 120], [148, 114]]}, {""poligono_xy"": [[472, 276], [488, 264], [508, 270], [522, 288], [512, 302], [490, 294]]}]","Imagem de microscopia de campo claro com células de formato aproximadamente circular/elíptico, possivelmente leveduras ou algum tipo de célula eucariótica em suspensão. A imagem apresenta baixo contraste e algumas células estão ligeiramente fora de foco."
2022_03_21_11_03_08_29.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_08_29.bmp,"[{""poligono_xy"": [[42, 25], [55, 22], [65, 28], [68, 40], [62, 50], [50, 53], [38, 47], [35, 35]]}, {""poligono_xy"": [[125, 138], [140, 132], [152, 140], [158, 155], [150, 168], [135, 173], [120, 165]]}, {""poligono_xy"": [[195, 220], [210, 212], [225, 222], [235, 240], [228, 255], [210, 260], [190, 250]]}, {""poligono_xy"": [[250, 45], [265, 35], [280, 40], [290, 55], [280, 70], [260, 75], [245, 65]]}, {""poligono_xy"": [[290, 190], [305, 180], [320, 185], [330, 200], [325, 215], [310, 220], [295, 210]]}, {""poligono_xy"": [[360, 70], [375, 60], [390, 65], [400, 80], [390, 95], [370, 100], [355, 90]]}, {""poligono_xy"": [[420, 230], [440, 220], [460, 225], [475, 245], [465, 265], [440, 270], [420, 260]]}, {""poligono_xy"": [[500, 80], [515, 70], [530, 75], [540, 90], [530, 105], [510, 110], [495, 100]]}, {""poligono_xy"": [[130, 25], [145, 18], [160, 22], [170, 35], [165, 48], [150, 52], [135, 45]]}, {""poligono_xy"": [[215, 85], [230, 75], [245, 80], [255, 95], [245, 110], [225, 115], [210, 100]]}]",Imagem de microscopia de campo claro com células esféricas de baixo contraste em um fundo cinza. A imagem apresenta ruído e alguns artefatos. Possível presença de debris.
2022_03_21_11_03_08_36.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_08_36.bmp,"[{""poligono_xy"": [[27, 70], [47, 58], [62, 62], [52, 78], [35, 88]]}, {""poligono_xy"": [[88, 205], [112, 195], [130, 205], [125, 225], [100, 235], [82, 222]]}, {""poligono_xy"": [[45, 282], [65, 268], [85, 278], [80, 300], [58, 310], [38, 298]]}, {""poligono_xy"": [[155, 50], [175, 42], [192, 50], [185, 65], [162, 72]]}, {""poligono_xy"": [[220, 85], [245, 75], [270, 90], [265, 110], [235, 118], [215, 105]]}, {""poligono_xy"": [[345, 25], [365, 15], [385, 25], [375, 40], [350, 45]]}, {""poligono_xy"": [[390, 220], [415, 210], [440, 225], [430, 245], [400, 250], [382, 235]]}, {""poligono_xy"": [[450, 430], [475, 415], [500, 430], [490, 455], [460, 465]]}, {""poligono_xy"": [[530, 880], [550, 865], [570, 880], [560, 900], [535, 905]]}, {""poligono_xy"": [[600, 905], [620, 895], [640, 905], [630, 925], [605, 920]]}, {""poligono_xy"": [[705, 580], [730, 565], [755, 580], [745, 605], [715, 610]]}, {""poligono_xy"": [[800, 20], [820, 10], [840, 20], [830, 40], [805, 35]]}, {""poligono_xy"": [[880, 850], [905, 840], [925, 855], [915, 875], [885, 878]]}, {""poligono_xy"": [[930, 600], [955, 585], [980, 605], [970, 630], [940, 635]]}]","Imagem de microscopia de campo claro com células de formato aproximadamente elíptico, possivelmente leveduras, com baixo contraste e variando em foco. Presença de ruído e artefatos pontuais."
2022_03_21_11_03_08_43.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_08_43.bmp,"[{""poligono_xy"": [[120, 350], [145, 355], [155, 375], [150, 390], [130, 385], [115, 370]]}, {""poligono_xy"": [[170, 120], [190, 115], [205, 130], [200, 145], [180, 150], [165, 135]]}, {""poligono_xy"": [[250, 220], [270, 215], [285, 230], [280, 250], [260, 255], [245, 240]]}, {""poligono_xy"": [[320, 80], [345, 75], [360, 95], [355, 115], [335, 120], [315, 100]]}, {""poligono_xy"": [[400, 280], [420, 270], [435, 290], [430, 310], [410, 315], [395, 295]]}, {""poligono_xy"": [[480, 150], [500, 140], [515, 160], [510, 180], [490, 185], [475, 165]]}, {""poligono_xy"": [[550, 350], [570, 340], [585, 360], [580, 380], [560, 390], [540, 370]]}, {""poligono_xy"": [[620, 220], [640, 210], [655, 230], [650, 250], [630, 260], [615, 240]]}, {""poligono_xy"": [[700, 80], [720, 70], [735, 90], [730, 110], [710, 120], [695, 100]]}, {""poligono_xy"": [[780, 280], [800, 270], [815, 290], [810, 310], [790, 320], [775, 300]]}]",Imagem de microscopia de campo claro com células de formato irregular e baixo contraste. Possível presença de artefatos e detritos. A imagem apresenta um fundo granuloso e as células variam em tamanho e forma.
2022_03_21_11_03_08_50.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_08_50.bmp,"[{""poligono_xy"": [[52, 76], [72, 64], [98, 68], [112, 84], [96, 98], [70, 94]]}, {""poligono_xy"": [[48, 288], [74, 274], [108, 282], [124, 302], [104, 320], [68, 314]]}, {""poligono_xy"": [[158, 466], [180, 450], [210, 454], [228, 476], [210, 494], [176, 488]]}, {""poligono_xy"": [[258, 480], [282, 460], [316, 468], [338, 490], [318, 512], [278, 506]]}, {""poligono_xy"": [[380, 406], [400, 394], [430, 398], [450, 418], [430, 436], [396, 430]]}, {""poligono_xy"": [[398, 488], [416, 472], [450, 480], [468, 502], [446, 522], [412, 512]]}, {""poligono_xy"": [[476, 226], [498, 208], [534, 216], [552, 240], [528, 260], [494, 250]]}, {""poligono_xy"": [[582, 86], [604, 70], [640, 76], [660, 98], [636, 118], [598, 110]]}, {""poligono_xy"": [[696, 380], [718, 362], [752, 370], [770, 396], [748, 416], [712, 406]]}, {""poligono_xy"": [[788, 246], [806, 228], [836, 238], [852, 258], [830, 274], [798, 266]]}, {""poligono_xy"": [[860, 500], [884, 484], [920, 494], [940, 518], [914, 538], [876, 526]]}, {""poligono_xy"": [[284, 104], [308, 88], [344, 98], [364, 122], [336, 142], [298, 130]]}, {""poligono_xy"": [[322, 182], [350, 160], [390, 176], [410, 202], [380, 226], [338, 210]]}, {""poligono_xy"": [[182, 312], [208, 292], [246, 306], [268, 332], [240, 354], [198, 340]]}, {""poligono_xy"": [[526, 354], [550, 336], [588, 348], [608, 372], [580, 392], [540, 380]]}, {""poligono_xy"": [[72, 504], [100, 490], [136, 506], [156, 534], [126, 554], [88, 540]]}]",Imagem de microscopia de campo claro com células ovais de baixo contraste em um fundo com ruído. Possível presença de artefatos.
2022_03_21_11_03_08_67.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_08_67.bmp,"[{""poligono_xy"": [[170, 20], [185, 25], [190, 40], [180, 50], [160, 45], [150, 35]]}, {""poligono_xy"": [[25, 70], [45, 65], [55, 85], [50, 100], [30, 105], [15, 90]]}, {""poligono_xy"": [[280, 100], [300, 90], [315, 105], [310, 125], [290, 130], [270, 115]]}, {""poligono_xy"": [[155, 160], [180, 150], [195, 170], [190, 190], [165, 200], [145, 180]]}, {""poligono_xy"": [[280, 185], [295, 180], [310, 190], [310, 205], [295, 215], [275, 210]]}, {""poligono_xy"": [[25, 220], [40, 210], [55, 225], [55, 245], [40, 255], [20, 240]]}, {""poligono_xy"": [[220, 250], [240, 240], [260, 260], [260, 280], [240, 290], [215, 275]]}, {""poligono_xy"": [[75, 290], [95, 280], [110, 300], [105, 320], [85, 325], [70, 310]]}, {""poligono_xy"": [[355, 5], [370, 10], [380, 20], [370, 35], [350, 30], [340, 15]]}, {""poligono_xy"": [[70, 85], [85, 80], [100, 95], [95, 110], [80, 110], [65, 100]]}, {""poligono_xy"": [[160, 280], [175, 275], [190, 290], [185, 305], [170, 310], [155, 295]]}, {""poligono_xy"": [[455, 80], [470, 75], [485, 90], [480, 105], [465, 110], [450, 95]]}, {""poligono_xy"": [[505, 100], [525, 90], [540, 110], [540, 130], [520, 140], [500, 120]]}, {""poligono_xy"": [[400, 170], [420, 160], [440, 180], [435, 200], [415, 205], [395, 190]]}, {""poligono_xy"": [[510, 220], [530, 210], [550, 230], [545, 250], [525, 260], [505, 240]]}, {""poligono_xy"": [[460, 285], [480, 280], [500, 300], [495, 320], [475, 325], [455, 310]]}, {""poligono_xy"": [[750, 290], [770, 285], [790, 305], [785, 325], [765, 330], [745, 315]]}, {""poligono_xy"": [[700, 75], [720, 70], [740, 90], [735, 110], [715, 115], [695, 95]]}, {""poligono_xy"": [[640, 165], [660, 160], [680, 180], [675, 200], [655, 205], [635, 190]]}, {""poligono_xy"": [[810, 180], [830, 170], [850, 190], [845, 210], [825, 215], [805, 195]]}, {""poligono_xy"": [[660, 270], [680, 260], [700, 280], [695, 300], [675, 305], [655, 285]]}]",Imagem de microscopia de campo claro com células de formato aproximadamente circular. Baixo contraste e presença de artefatos. Possível cultura celular com algumas células em diferentes planos focais.
2022_03_21_11_03_08_92.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_08_92.bmp,"[{""poligono_xy"": [[170, 15], [185, 5], [205, 10], [215, 25], [210, 40], [190, 45], [170, 35]]}, {""poligono_xy"": [[25, 75], [45, 55], [65, 60], [75, 85], [60, 105], [40, 100], [20, 90]]}, {""poligono_xy"": [[100, 120], [125, 110], [150, 120], [160, 145], [145, 165], [115, 160], [95, 140]]}, {""poligono_xy"": [[240, 135], [260, 120], [285, 130], [295, 150], [285, 170], [260, 175], [240, 160]]}, {""poligono_xy"": [[355, 165], [375, 150], [400, 160], [410, 180], [395, 200], [370, 195], [350, 180]]}, {""poligono_xy"": [[45, 205], [60, 185], [80, 195], [95, 215], [85, 240], [60, 235], [40, 215]]}, {""poligono_xy"": [[155, 220], [175, 200], [200, 210], [215, 235], [200, 255], [170, 250], [150, 235]]}, {""poligono_xy"": [[280, 255], [300, 240], [325, 255], [340, 275], [320, 295], [295, 290], [275, 270]]}, {""poligono_xy"": [[450, 280], [470, 260], [495, 275], [510, 295], [495, 315], [470, 310], [450, 290]]}, {""poligono_xy"": [[75, 320], [95, 300], [120, 315], [135, 340], [115, 360], [90, 350], [70, 330]]}, {""poligono_xy"": [[190, 350], [210, 330], [240, 345], [255, 370], [235, 390], [205, 380], [185, 360]]}, {""poligono_xy"": [[355, 390], [380, 370], [405, 385], [420, 410], [400, 430], [370, 420], [350, 400]]}, {""poligono_xy"": [[480, 410], [500, 390], [525, 405], [540, 430], [520, 450], [495, 440], [475, 425]]}]",Imagem de microscopia de campo claro com células de formato aproximadamente circular. Baixo contraste e alguns artefatos presentes.
2022_03_21_11_03_09_01.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_09_01.bmp,"[{""poligono_xy"": [[145, 155], [175, 145], [190, 160], [180, 180], [150, 190], [130, 175]]}, {""poligono_xy"": [[250, 50], [270, 45], [285, 60], [280, 75], [260, 80], [240, 65]]}, {""poligono_xy"": [[155, 280], [180, 270], [195, 290], [185, 310], [160, 315], [140, 295]]}, {""poligono_xy"": [[280, 220], [300, 210], [315, 230], [310, 250], [290, 255], [275, 235]]}, {""poligono_xy"": [[355, 155], [380, 150], [395, 170], [385, 190], [365, 190], [350, 170]]}, {""poligono_xy"": [[450, 280], [470, 270], [490, 290], [485, 310], [465, 315], [450, 300]]}, {""poligono_xy"": [[550, 80], [575, 70], [590, 90], [580, 110], [555, 115], [540, 95]]}, {""poligono_xy"": [[620, 200], [640, 190], [660, 210], [655, 230], [635, 235], [620, 215]]}, {""poligono_xy"": [[100, 80], [125, 65], [140, 85], [130, 105], [105, 100], [90, 85]]}, {""poligono_xy"": [[220, 150], [240, 140], [255, 155], [250, 175], [230, 180], [210, 165]]}, {""poligono_xy"": [[40, 220], [60, 210], [75, 230], [70, 250], [50, 255], [35, 235]]}, {""poligono_xy"": [[510, 160], [530, 150], [545, 170], [540, 190], [520, 195], [505, 175]]}, {""poligono_xy"": [[80, 380], [100, 370], [115, 390], [110, 410], [90, 415], [75, 395]]}, {""poligono_xy"": [[240, 320], [260, 310], [275, 330], [270, 350], [250, 355], [235, 335]]}, {""poligono_xy"": [[380, 380], [400, 370], [415, 390], [410, 410], [390, 415], [375, 395]]}, {""poligono_xy"": [[550, 350], [570, 340], [585, 360], [580, 380], [560, 385], [545, 365]]}]",Imagem de microscopia de campo claro com células de formato irregular e baixo contraste. Possível presença de artefatos e detritos. A imagem apresenta um fundo cinza relativamente uniforme.
2022_03_21_11_03_09_09.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_09_09.bmp,"[{""poligono_xy"": [[125, 155], [140, 140], [155, 145], [165, 160], [160, 175], [145, 175]]}, {""poligono_xy"": [[25, 35], [40, 25], [50, 30], [55, 45], [45, 55], [30, 50]]}, {""poligono_xy"": [[15, 170], [30, 160], [40, 165], [45, 180], [35, 190], [20, 185]]}, {""poligono_xy"": [[220, 15], [240, 5], [255, 10], [260, 25], [250, 35], [230, 30]]}, {""poligono_xy"": [[210, 220], [225, 205], [240, 210], [250, 225], [240, 240], [225, 235]]}, {""poligono_xy"": [[450, 50], [465, 35], [480, 40], [490, 55], [480, 70], [460, 65]]}, {""poligono_xy"": [[500, 220], [515, 205], [530, 215], [540, 230], [530, 245], [510, 240]]}, {""poligono_xy"": [[620, 50], [630, 35], [645, 40], [655, 55], [650, 70], [635, 65]]}, {""poligono_xy"": [[700, 180], [715, 165], [730, 170], [740, 185], [730, 200], [715, 195]]}, {""poligono_xy"": [[850, 220], [865, 205], [880, 210], [890, 225], [880, 240], [865, 235]]}, {""poligono_xy"": [[880, 45], [895, 30], [910, 35], [920, 50], [910, 65], [895, 60]]}, {""poligono_xy"": [[45, 400], [60, 385], [75, 390], [85, 405], [75, 420], [60, 415]]}, {""poligono_xy"": [[180, 450], [195, 435], [210, 440], [220, 455], [210, 470], [195, 465]]}, {""poligono_xy"": [[450, 480], [465, 465], [480, 470], [490, 485], [480, 500], [460, 495]]}, {""poligono_xy"": [[620, 500], [635, 485], [650, 490], [660, 505], [650, 520], [635, 515]]}, {""poligono_xy"": [[780, 420], [795, 405], [810, 410], [820, 425], [810, 440], [795, 435]]}, {""poligono_xy"": [[880, 500], [895, 485], [910, 490], [920, 505], [910, 520], [895, 515]]}]","Imagem de microscopia de campo claro com células de formato variado, possivelmente leveduras ou bactérias, com baixo contraste e algumas fora de foco. A imagem apresenta ruído de fundo e alguns detritos."
2022_03_21_11_03_09_17.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_09_17.bmp,"[{""poligono_xy"": [[280, 370], [300, 360], [315, 365], [320, 380], [305, 390], [285, 385]]}, {""poligono_xy"": [[400, 450], [420, 440], [440, 445], [450, 465], [440, 480], [420, 475], [405, 470]]}, {""poligono_xy"": [[500, 200], [520, 190], [535, 195], [540, 210], [525, 220], [505, 215]]}, {""poligono_xy"": [[600, 80], [615, 70], [630, 75], [640, 90], [630, 105], [610, 100]]}, {""poligono_xy"": [[700, 280], [715, 270], [730, 275], [740, 290], [730, 305], [710, 300]]}, {""poligono_xy"": [[800, 600], [820, 590], [835, 595], [845, 615], [830, 630], [810, 620]]}, {""poligono_xy"": [[150, 50], [170, 40], [180, 50], [180, 70], [160, 80], [140, 70]]}, {""poligono_xy"": [[250, 150], [270, 140], [290, 150], [290, 170], [270, 180], [250, 170]]}, {""poligono_xy"": [[350, 250], [370, 240], [390, 250], [390, 270], [370, 280], [350, 270]]}, {""poligono_xy"": [[450, 550], [470, 540], [490, 550], [490, 570], [470, 580], [450, 570]]}, {""poligono_xy"": [[550, 650], [570, 640], [590, 650], [590, 670], [570, 680], [550, 670]]}, {""poligono_xy"": [[650, 750], [670, 740], [690, 750], [690, 770], [670, 780], [650, 770]]}, {""poligono_xy"": [[200, 280], [220, 270], [240, 280], [240, 300], [220, 310], [200, 300]]}, {""poligono_xy"": [[70, 400], [90, 390], [110, 400], [110, 420], [90, 430], [70, 420]]}, {""poligono_xy"": [[580, 230], [595, 220], [610, 230], [610, 250], [595, 260], [580, 250]]}]","Imagem de microscopia de campo claro com células de formato variado, possivelmente leveduras ou bactérias, com baixo contraste e alguma sobreposição. A imagem apresenta ruído de fundo e alguns detritos."
2022_03_21_11_03_09_35.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_09_35.bmp,"[{""poligono_xy"": [[47, 110], [70, 100], [90, 108], [88, 128], [65, 138], [48, 128]]}, {""poligono_xy"": [[118, 50], [140, 42], [155, 50], [150, 70], [125, 78], [110, 70]]}, {""poligono_xy"": [[25, 205], [45, 195], [65, 205], [60, 225], [40, 235], [25, 225]]}, {""poligono_xy"": [[120, 190], [140, 180], [160, 190], [155, 210], [135, 220], [120, 210]]}, {""poligono_xy"": [[280, 50], [300, 40], [315, 50], [310, 70], [290, 80], [275, 70]]}, {""poligono_xy"": [[355, 100], [375, 90], [390, 100], [385, 120], [365, 130], [350, 120]]}, {""poligono_xy"": [[480, 20], [500, 10], [515, 20], [510, 40], [490, 50], [475, 40]]}, {""poligono_xy"": [[420, 190], [440, 180], [460, 190], [455, 210], [435, 220], [420, 210]]}, {""poligono_xy"": [[500, 220], [520, 210], [535, 220], [530, 240], [510, 250], [495, 240]]}, {""poligono_xy"": [[250, 450], [270, 440], [285, 450], [280, 470], [260, 480], [245, 470]]}, {""poligono_xy"": [[380, 480], [400, 470], [415, 480], [410, 500], [390, 510], [375, 500]]}, {""poligono_xy"": [[500, 490], [520, 480], [535, 490], [530, 510], [510, 520], [495, 510]]}]","Imagem de microscopia de campo claro com células de formato variado, possivelmente leveduras ou bactérias, com baixo contraste e alguma sobreposição. A imagem apresenta ruído de fundo e alguns detritos."
2022_03_21_11_03_09_43.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_09_43.bmp,"[{""poligono_xy"": [[52, 22], [68, 14], [82, 18], [88, 30], [78, 42], [60, 40]]}, {""poligono_xy"": [[210, 220], [228, 210], [242, 218], [250, 234], [240, 250], [220, 246]]}, {""poligono_xy"": [[350, 100], [365, 90], [380, 95], [390, 110], [380, 125], [360, 120]]}, {""poligono_xy"": [[480, 280], [495, 270], [515, 280], [525, 300], [510, 315], [485, 310]]}, {""poligono_xy"": [[600, 50], [615, 40], [630, 45], [640, 60], [630, 75], [610, 70]]}, {""poligono_xy"": [[705, 200], [720, 190], [740, 200], [750, 220], [735, 235], [710, 225]]}, {""poligono_xy"": [[800, 350], [820, 340], [840, 350], [850, 370], [830, 390], [805, 380]]}, {""poligono_xy"": [[90, 380], [110, 370], [125, 380], [130, 400], [115, 415], [95, 405]]}, {""poligono_xy"": [[280, 20], [295, 15], [310, 25], [315, 40], [300, 50], [285, 40]]}, {""poligono_xy"": [[780, 80], [795, 70], [810, 75], [820, 90], [810, 105], [785, 100]]}]","Imagem de microscopia de campo claro com células de formato variado, possivelmente leveduras ou bactérias, com baixo contraste e algumas sobreposições. A imagem apresenta ruído de fundo e alguns detritos."
2022_03_21_11_03_09_51.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_09_51.bmp,"[{""poligono_xy"": [[170, 250], [190, 250], [195, 270], [190, 290], [170, 290], [165, 270]]}, {""poligono_xy"": [[280, 40], [300, 35], [310, 45], [315, 65], [305, 75], [290, 70], [280, 60]]}, {""poligono_xy"": [[400, 450], [420, 450], [425, 470], [420, 485], [400, 485], [395, 470]]}, {""poligono_xy"": [[500, 230], [520, 225], [530, 240], [530, 260], [520, 270], [500, 265]]}, {""poligono_xy"": [[590, 550], [610, 550], [615, 570], [610, 590], [590, 590], [585, 570]]}, {""poligono_xy"": [[700, 100], [720, 95], [730, 110], [730, 130], [720, 140], [700, 135]]}, {""poligono_xy"": [[800, 400], [820, 400], [825, 420], [820, 440], [800, 440], [795, 420]]}, {""poligono_xy"": [[880, 600], [900, 600], [905, 620], [900, 640], [880, 640], [875, 620]]}, {""poligono_xy"": [[250, 580], [270, 580], [275, 600], [270, 615], [250, 615], [245, 600]]}, {""poligono_xy"": [[650, 280], [670, 280], [675, 300], [670, 315], [650, 315], [645, 300]]}, {""poligono_xy"": [[380, 120], [400, 120], [405, 140], [400, 155], [380, 155], [375, 140]]}, {""poligono_xy"": [[750, 520], [770, 520], [775, 540], [770, 555], [750, 555], [745, 540]]}]","Imagem de microscopia de campo claro com células esféricas de baixo contraste em um fundo com ruído. A imagem sugere a presença de artefatos e debris, dificultando a segmentação precisa."
2022_03_21_11_03_09_60.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_09_60.bmp,"[{""poligono_xy"": [[92, 130], [112, 110], [138, 118], [148, 144], [130, 164], [104, 156]]}, {""poligono_xy"": [[364, 368], [384, 352], [408, 360], [416, 388], [398, 408], [372, 396]]}, {""poligono_xy"": [[600, 604], [620, 588], [644, 596], [652, 620], [634, 636], [608, 624]]}, {""poligono_xy"": [[180, 220], [192, 200], [210, 204], [220, 224], [208, 240], [188, 232]]}, {""poligono_xy"": [[28, 384], [44, 368], [68, 376], [76, 400], [60, 416], [36, 404]]}, {""poligono_xy"": [[172, 448], [196, 436], [224, 452], [236, 480], [212, 500], [180, 484]]}, {""poligono_xy"": [[52, 552], [72, 536], [96, 548], [108, 576], [88, 596], [64, 580]]}, {""poligono_xy"": [[880, 904], [900, 888], [924, 896], [932, 920], [914, 936], [888, 924]]}, {""poligono_xy"": [[200, 700], [216, 680], [236, 688], [248, 712], [232, 732], [208, 720]]}, {""poligono_xy"": [[704, 208], [724, 192], [752, 208], [764, 236], [740, 256], [712, 240]]}, {""poligono_xy"": [[584, 304], [604, 280], [632, 292], [648, 320], [624, 344], [596, 328]]}]","Imagem de microscopia de campo claro com células de formato variado, possivelmente leveduras ou bactérias, com baixo contraste e algumas sobreposições. A qualidade da imagem é razoável, mas a presença de artefatos e o baixo contraste dificultam a segmentação precisa."
2022_03_21_11_03_09_68.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_09_68.bmp,"[{""poligono_xy"": [[135, 155], [155, 150], [165, 155], [170, 170], [160, 180], [140, 180], [130, 170]]}, {""poligono_xy"": [[220, 60], [240, 60], [245, 75], [240, 85], [220, 85], [215, 75]]}, {""poligono_xy"": [[150, 520], [170, 515], [185, 525], [190, 545], [175, 560], [150, 555], [140, 540]]}, {""poligono_xy"": [[250, 270], [270, 270], [280, 290], [275, 305], [255, 305], [245, 290]]}, {""poligono_xy"": [[355, 500], [375, 495], [390, 505], [400, 525], [385, 540], [360, 535], [350, 520]]}, {""poligono_xy"": [[450, 150], [470, 145], [480, 155], [485, 170], [475, 185], [455, 180], [445, 165]]}, {""poligono_xy"": [[500, 400], [515, 395], [525, 400], [530, 415], [520, 425], [505, 420], [495, 410]]}, {""poligono_xy"": [[290, 40], [305, 45], [315, 60], [310, 70], [295, 70], [285, 60]]}, {""poligono_xy"": [[580, 230], [600, 230], [610, 250], [605, 265], [585, 260], [575, 245]]}, {""poligono_xy"": [[350, 350], [365, 345], [380, 350], [385, 365], [375, 375], [360, 370], [350, 360]]}, {""poligono_xy"": [[420, 580], [440, 575], [455, 585], [460, 600], [445, 610], [425, 605], [415, 590]]}, {""poligono_xy"": [[200, 410], [220, 410], [230, 425], [225, 440], [205, 435], [195, 425]]}, {""poligono_xy"": [[50, 600], [70, 595], [85, 605], [90, 620], [75, 630], [55, 625], [45, 615]]}]","Imagem de microscopia de campo claro com múltiplas células de formato variado, possivelmente leveduras ou bactérias, com baixo contraste e algumas fora de foco. Presença de ruído e artefatos pontuais."
2022_03_21_11_03_09_85.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_09_85.bmp,"[{""poligono_xy"": [[180, 220], [195, 205], [215, 205], [230, 220], [230, 240], [215, 255], [195, 255], [180, 240]]}, {""poligono_xy"": [[355, 380], [370, 370], [390, 370], [405, 385], [405, 405], [390, 420], [370, 420], [355, 405]]}, {""poligono_xy"": [[450, 455], [465, 445], [480, 440], [495, 450], [495, 470], [480, 480], [465, 475], [450, 470]]}, {""poligono_xy"": [[365, 480], [380, 470], [400, 470], [415, 480], [415, 500], [400, 510], [380, 510], [365, 500]]}, {""poligono_xy"": [[590, 550], [610, 540], [630, 540], [650, 555], [650, 575], [630, 590], [610, 590], [590, 575]]}, {""poligono_xy"": [[705, 200], [720, 190], [740, 190], [755, 205], [755, 225], [740, 240], [720, 240], [705, 225]]}, {""poligono_xy"": [[200, 380], [220, 370], [240, 370], [260, 385], [260, 405], [240, 420], [220, 420], [200, 405]]}, {""poligono_xy"": [[455, 340], [475, 330], [495, 330], [515, 345], [515, 365], [495, 380], [475, 380], [455, 365]]}, {""poligono_xy"": [[300, 450], [320, 440], [340, 440], [360, 455], [360, 475], [340, 490], [320, 490], [300, 475]]}, {""poligono_xy"": [[700, 700], [720, 690], [740, 690], [760, 705], [760, 725], [740, 740], [720, 740], [700, 725]]}, {""poligono_xy"": [[80, 680], [100, 670], [120, 670], [140, 685], [140, 705], [120, 720], [100, 720], [80, 705]]}, {""poligono_xy"": [[80, 100], [100, 90], [120, 90], [140, 105], [140, 125], [120, 140], [100, 140], [80, 125]]}, {""poligono_xy"": [[260, 100], [280, 90], [300, 90], [320, 105], [320, 125], [300, 140], [280, 140], [260, 125]]}, {""poligono_xy"": [[580, 100], [600, 90], [620, 90], [640, 105], [640, 125], [620, 140], [600, 140], [580, 125]]}, {""poligono_xy"": [[850, 100], [870, 90], [890, 90], [910, 105], [910, 125], [890, 140], [870, 140], [850, 125]]}]",Imagem de microscopia de campo claro com células de formato aproximadamente circular. Baixo contraste e presença de artefatos. Possível cultura celular com algumas células em diferentes estágios do ciclo celular.
