fold,epoch,model,loss,accuracy,precision,recall,f1_score,true_positives,false_positives,true_negatives,false_negatives,learning_rate
2,1,SwinTransformer_Fold2,0.13939175656001232,96.89271943751417,0.9615899955337204,0.9768602540834845,0.9691649786180508,2153,86,2119,51,0.0001
2,2,SwinTransformer_Fold2,0.09851444267701152,97.34633703787708,0.9846725499303298,0.9618874773139746,0.9731466605462474,2120,33,2172,84,0.0001
2,3,SwinTransformer_Fold2,0.08166877544768479,97.59582671807667,0.984302862419206,0.9673321234119783,0.9757437070938215,2132,34,2171,72,0.0001
2,4,SwinTransformer_Fold2,0.06885733827463507,96.82467679745974,0.955026455026455,0.9827586206896551,0.9686940966010733,2166,102,2103,38,0.0001
2,5,SwinTransformer_Fold2,0.05833521309255772,97.75459287820367,0.9747406405051872,0.9804900181488203,0.9776068762723366,2161,56,2149,43,0.0001
2,6,SwinTransformer_Fold2,0.05415510785146119,97.02880471762305,0.9713506139154161,0.969147005444646,0.9702475584828526,2136,63,2142,68,0.0001
2,7,SwinTransformer_Fold2,0.044526795060833596,97.23293263778635,0.9814986123959297,0.9627949183303085,0.9720568025652772,2122,40,2165,82,0.0001
2,8,SwinTransformer_Fold2,0.041961814460671085,97.39169879791336,0.9758542141230069,0.9718693284936479,0.9738576949306661,2142,53,2152,62,0.0001
2,9,SwinTransformer_Fold2,0.030776979819653418,96.98344295758675,0.962070504239179,0.9782214156079855,0.9700787401574803,2156,85,2120,48,0.0001
2,10,SwinTransformer_Fold2,0.02717689846068701,97.1648899977319,0.9634418189924209,0.9804900181488203,0.9718911625815156,2161,82,2123,43,0.0001
2,11,SwinTransformer_Fold2,0.011859554561812294,97.68655023814924,0.978161965423112,0.9754990925589837,0.9768287142208087,2150,48,2157,54,1e-05
2,12,SwinTransformer_Fold2,0.007486223790178686,97.59582671807667,0.9829650092081031,0.9686932849364791,0.9757769652650823,2135,37,2168,69,1e-05
2,13,SwinTransformer_Fold2,0.004814926782066085,97.50510319800408,0.9780821917808219,0.9718693284936479,0.9749658625398271,2142,48,2157,62,1e-05
2,14,SwinTransformer_Fold2,0.00484061208054181,97.55046495804038,0.9781021897810219,0.9727767695099818,0.9754322111010009,2144,48,2157,60,1e-05
2,15,SwinTransformer_Fold2,0.004116936520807795,97.50510319800408,0.9772105742935278,0.9727767695099818,0.9749886311959982,2144,50,2155,60,1e-05
2,16,SwinTransformer_Fold2,0.005587364793602345,97.55046495804038,0.9829493087557604,0.9677858439201452,0.9753086419753086,2133,37,2168,71,1e-05
2,17,SwinTransformer_Fold2,0.00274735202241823,97.45974143796779,0.9784995425434584,0.970508166969147,0.9744874715261959,2139,47,2158,65,1e-05
2,18,SwinTransformer_Fold2,0.0028470577035279903,97.43706055794965,0.9789280806229959,0.9696007259528131,0.9742420788693869,2137,46,2159,67,1e-05
2,19,SwinTransformer_Fold2,0.0028350953666928112,97.64118847811295,0.9759746146872167,0.9768602540834845,0.9764172335600907,2153,53,2152,51,1e-05
2,20,SwinTransformer_Fold2,0.0025060420019843255,97.50510319800408,0.9793956043956044,0.970508166969147,0.9749316317228806,2139,45,2160,65,1e-05
3,1,SwinTransformer_Fold3,0.1413536442231144,96.7566341574053,0.9781902552204176,0.956442831215971,0.9671943106217022,2108,47,2158,96,0.0001
3,2,SwinTransformer_Fold3,0.09745430148314631,96.87003855749603,0.9712591240875912,0.9659709618874773,0.9686078252957234,2129,63,2142,75,0.0001
3,3,SwinTransformer_Fold3,0.08315737454973134,97.11952823769562,0.970548255550521,0.9718693284936479,0.9712083427794151,2142,65,2140,62,0.0001
3,4,SwinTransformer_Fold3,0.0682300086742359,97.4143796779315,0.9815668202764977,0.9664246823956443,0.9739368998628258,2130,40,2165,74,0.0001
3,5,SwinTransformer_Fold3,0.05782345923142967,94.96484463597187,0.9206281833616299,0.9841197822141561,0.9513157894736842,2169,187,2018,35,0.0001
3,6,SwinTransformer_Fold3,0.049004138080277516,95.84939895667952,0.9473218238158477,0.9709618874773139,0.95899619090298,2140,119,2086,64,0.0001
3,7,SwinTransformer_Fold3,0.041438942181876104,97.2102517577682,0.9757658893461363,0.9682395644283122,0.9719881575950808,2134,53,2152,70,0.0001
3,8,SwinTransformer_Fold3,0.035739652550441,97.25561351780449,0.9744874715261959,0.970508166969147,0.9724937485792225,2139,56,2149,65,0.0001
3,9,SwinTransformer_Fold3,0.03167229073886225,96.41642095713314,0.9830028328611898,0.9446460980036298,0.963442850532161,2082,36,2169,122,0.0001
3,10,SwinTransformer_Fold3,0.029026885277428093,96.89271943751417,0.9786938397406206,0.9587114337568058,0.968599587439835,2113,46,2159,91,0.0001
3,11,SwinTransformer_Fold3,0.0100347061203876,97.18757087775005,0.9718693284936479,0.9718693284936479,0.9718693284936479,2142,62,2143,62,1e-05
3,12,SwinTransformer_Fold3,0.007935463935444968,97.09684735767748,0.9675675675675676,0.9745916515426497,0.9710669077757685,2148,72,2133,56,1e-05
3,13,SwinTransformer_Fold3,0.004950258578950841,97.14220911771376,0.9731329690346083,0.9696007259528131,0.9713636363636363,2137,59,2146,67,1e-05
3,14,SwinTransformer_Fold3,0.004786960822615504,97.25561351780449,0.9806183664051684,0.9641560798548094,0.9723175474719744,2125,42,2163,79,1e-05
3,15,SwinTransformer_Fold3,0.0033042807936196723,97.18757087775005,0.9775022956841138,0.9659709618874773,0.971702418986764,2129,49,2156,75,1e-05
3,16,SwinTransformer_Fold3,0.0031760546084917446,97.34633703787708,0.979329352319706,0.9673321234119783,0.973293768545994,2132,45,2160,72,1e-05
3,17,SwinTransformer_Fold3,0.0025914213418459803,97.2102517577682,0.9748973071656778,0.969147005444646,0.9720136518771331,2136,55,2150,68,1e-05
3,18,SwinTransformer_Fold3,0.0025394646156474414,97.27829439782263,0.9762340036563071,0.969147005444646,0.9726775956284153,2136,52,2153,68,1e-05
3,19,SwinTransformer_Fold3,0.0018862590644811712,97.23293263778635,0.9757769652650823,0.9686932849364791,0.9722222222222222,2135,53,2152,69,1e-05
3,20,SwinTransformer_Fold3,0.0021516040454914046,97.2102517577682,0.9727396637891867,0.971415607985481,0.9720771850170261,2141,60,2145,63,1e-05
4,1,SwinTransformer_Fold4,0.13614998184367205,95.9401224767521,0.9600363306085377,0.9587301587301588,0.9593828000907647,2114,88,2116,91,0.0001
4,2,SwinTransformer_Fold4,0.09939255148503065,96.62054887729644,0.9776951672862454,0.9541950113378684,0.9658021574477852,2104,48,2156,101,0.0001
4,3,SwinTransformer_Fold4,0.08205702615795536,94.05760943524609,0.9056367432150313,0.9836734693877551,0.9430434782608695,2169,226,1978,36,0.0001
4,4,SwinTransformer_Fold4,0.07226472311890246,95.80403719664324,0.9395126196692777,0.9791383219954648,0.9589162780368643,2159,139,2065,46,0.0001
4,5,SwinTransformer_Fold4,0.05836157874285203,96.84735767747789,0.9747242647058824,0.9619047619047619,0.9682720839990869,2121,55,2149,84,0.0001
4,6,SwinTransformer_Fold4,0.049713956664176745,96.3483783170787,0.9753488372093023,0.9510204081632653,0.9630309988518944,2097,53,2151,108,0.0001
4,7,SwinTransformer_Fold4,0.039556295397114416,96.73395327738716,0.9724896836313618,0.9619047619047619,0.9671682626538988,2121,60,2144,84,0.0001
4,8,SwinTransformer_Fold4,0.03377224142607609,97.07416647765933,0.9752747252747253,0.9659863945578231,0.9706083390293917,2130,54,2150,75,0.0001
4,9,SwinTransformer_Fold4,0.028965277373677913,96.57518711726016,0.9728360957642725,0.9582766439909297,0.9655014850354123,2113,59,2145,92,0.0001
4,10,SwinTransformer_Fold4,0.02919086609401769,96.93808119755046,0.9717411121239745,0.9668934240362812,0.969311207092521,2132,62,2142,73,0.0001
4,11,SwinTransformer_Fold4,0.011007509743135217,97.02880471762305,0.9743824336688015,0.9659863945578231,0.9701662491459804,2130,56,2148,75,1e-05
4,12,SwinTransformer_Fold4,0.007511290478239549,97.02880471762305,0.9696557971014492,0.9709750566893424,0.9703149784726943,2141,67,2137,64,1e-05
4,13,SwinTransformer_Fold4,0.004709218603108533,96.91540031753232,0.9717282261741906,0.9664399092970521,0.9690768531150523,2131,62,2142,74,1e-05
4,14,SwinTransformer_Fold4,0.004236114077661694,96.91540031753232,0.9734553775743707,0.964625850340136,0.9690205011389522,2127,58,2146,78,1e-05
4,15,SwinTransformer_Fold4,0.0038003729527655078,97.00612383760489,0.9717796995903505,0.9682539682539683,0.9700136301681054,2135,62,2142,70,1e-05
4,16,SwinTransformer_Fold4,0.0036717098939624375,96.82467679745974,0.9755872869645325,0.9605442176870749,0.9680073126142597,2118,53,2151,87,1e-05
4,17,SwinTransformer_Fold4,0.0035132589866532435,96.73395327738716,0.9639801891040072,0.9709750566893424,0.9674649796656123,2141,80,2124,64,1e-05
4,18,SwinTransformer_Fold4,0.0019810723117643647,97.02880471762305,0.9739488117001828,0.9664399092970521,0.9701798315501935,2131,57,2147,74,1e-05
4,19,SwinTransformer_Fold4,0.0015736953088001928,96.91540031753232,0.9712984054669704,0.9668934240362812,0.9690909090909091,2132,63,2141,73,1e-05
4,20,SwinTransformer_Fold4,0.0035676279934049476,96.84735767747789,0.9686932849364791,0.9682539682539683,0.9684735767747789,2135,69,2135,70,1e-05
5,1,SwinTransformer_Fold5,0.1440217899119792,96.46178271716943,0.9637845178813943,0.9655328798185941,0.9646579066606252,2129,80,2124,76,0.0001
5,2,SwinTransformer_Fold5,0.10035255866524244,96.9607620775686,0.9721842225262198,0.9668934240362812,0.969531605275125,2132,61,2143,73,0.0001
5,3,SwinTransformer_Fold5,0.08696309048927092,96.89271943751417,0.9863593603010348,0.9510204081632653,0.968367582544447,2097,29,2175,108,0.0001
5,4,SwinTransformer_Fold5,0.07556190942810592,96.77931503742346,0.9590565198041834,0.9773242630385488,0.968104222821204,2155,92,2112,50,0.0001
5,5,SwinTransformer_Fold5,0.05986402881461655,97.02880471762305,0.9726526891522334,0.9678004535147392,0.9702205046601501,2134,60,2144,71,0.0001
5,6,SwinTransformer_Fold5,0.050692805982839345,97.14220911771376,0.9832635983263598,0.9591836734693877,0.9710743801652892,2115,36,2168,90,0.0001
5,7,SwinTransformer_Fold5,0.038967129517940506,96.18961215695168,0.9815602836879432,0.9414965986394558,0.9611111111111111,2076,39,2165,129,0.0001
5,8,SwinTransformer_Fold5,0.037872123418534444,97.00612383760489,0.979639055992596,0.9600907029478458,0.9697663765460376,2117,44,2160,88,0.0001
5,9,SwinTransformer_Fold5,0.03267073814701386,97.02880471762305,0.9743824336688015,0.9659863945578231,0.9701662491459804,2130,56,2148,75,0.0001
5,10,SwinTransformer_Fold5,0.026311074497148118,96.84735767747789,0.976915974145891,0.9596371882086168,0.9681994966826813,2116,50,2154,89,0.0001
5,11,SwinTransformer_Fold5,0.012069187925899841,97.05148559764119,0.977890373099954,0.9628117913832199,0.970292504570384,2123,48,2156,82,1e-05
5,12,SwinTransformer_Fold5,0.008119564267325177,97.18757087775005,0.9783908045977011,0.9650793650793651,0.971689497716895,2128,47,2157,77,1e-05
5,13,SwinTransformer_Fold5,0.003633716289532854,97.23293263778635,0.9762231367169639,0.9682539682539683,0.9722222222222222,2135,52,2152,70,1e-05
5,14,SwinTransformer_Fold5,0.0032846491742178764,97.34633703787708,0.9793388429752066,0.9673469387755103,0.973305954825462,2133,45,2159,72,1e-05
5,15,SwinTransformer_Fold5,0.002758207475814242,97.27829439782263,0.9788700045934773,0.9664399092970521,0.9726152441807394,2131,46,2158,74,1e-05
5,16,SwinTransformer_Fold5,0.003789595673661064,97.2102517577682,0.9792817679558011,0.964625850340136,0.971898560657985,2127,45,2159,78,1e-05
5,17,SwinTransformer_Fold5,0.0027728055435749166,97.11952823769562,0.9796860572483841,0.962358276643991,0.9709448638755434,2122,44,2160,83,1e-05
5,18,SwinTransformer_Fold5,0.002893319500160125,97.11952823769562,0.9832558139534884,0.9587301587301588,0.9708381171067738,2114,36,2168,91,1e-05
5,19,SwinTransformer_Fold5,0.0011912388120767932,97.18757087775005,0.9770747363594682,0.9664399092970521,0.9717282261741906,2131,50,2154,74,1e-05
5,20,SwinTransformer_Fold5,0.0014709870670687073,97.25561351780449,0.9744990892531876,0.9705215419501134,0.9725062485798682,2140,56,2148,65,1e-05
6,1,SwinTransformer_Test,0.25534365196588654,96.91582002902757,0.9694989106753813,0.9687953555878084,0.969147005444646,2670,84,2672,86
6,1,SwinTransformer_Test,0.25534365196588654,96.91582002902757,0.9694989106753813,0.9687953555878084,0.969147005444646,2670,84,2672,86
